Document,Page,Category,Confidence,Description,Quote,Entities,Has Relationship
104-10332-10023,1,OSWALD_ASSOCIATIONS,7,Specific individuals named for file search related to assassination,"Lee Harvey Oswald, Jack Ruby, Jury Ivanovich Nosenko, and the Warren Commission",Lee Harvey Oswald|Jack Ruby|Warren Commission,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,8,Memo discusses 'Rumours About Lee Harvey Oswald' and his presumed assassination connections,"Memo entitled: 'Rumours About Lee Harvey Oswald, which discusses the rumor-mongering in the world public regarding the presumed assassin'",Lee Harvey Oswald,No
104-10332-10023,1,FOREIGN_GOVERNMENT_REACTIONS,9,Multiple documents related to international reactions and analysis of Kennedy's assassination,"Fidel Castro's Speech, which contained an 'objective analysis' of implications of Kennedy's assassination",,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,7,Confidential memos and reports tracking global reactions and propaganda,"FBIS study, never disseminated, entitled: The Past Soviet Propaganda Assessment of President Johnson",Soviet,No
104-10332-10023,1,CIA_INTERNAL_OPERATIONS,8,Official CIA Information Review Officer declaration about managing JFK Assassination records,I am the Information Review Officer ('IRO') for the offices of the Director of Central Intelligence (CIA).,CIA,No
104-10332-10023,1,DOCUMENT_MANAGEMENT,9,Detailed process for handling Assassination Records Review Board (ARRB) requests,"By memo date 6 April 1995, the Executive Director (CIA) requested that focal points for each Directorate be appointed to be responsible for responding to requests for information from the Assassination Records Review Board (ARRB).",CIA,No
104-10332-10023,1,CIA_INTERNAL_RECORDS,8,CIA organizational materials related to JFK assassination records review,"The DCI area/IRO made available to the Board the following records: Organization of the Office of the Director, 1963",CIA,No
104-10332-10023,1,HISTORIES_REVIEW,7,Ongoing review of 61 histories for JFK assassination relevance,Sixty-one histories were provided to the Board by CST/HRG. The ARRB staff is continuing to review the histories to determine their relevance to the JFK assassination.,,No
104-10332-10023,1,GEORGE_BUSH_RECORD_SEARCH,6,Search for records related to George Bush in 1960-1967,The DCT area provided a response of 'no record found' of any contact with Bush in the 1960-1967 time frame.,CIA,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,7,No specific report on Oswald handling was ever prepared by the Office of External Affairs (OEXA),There is no indication that a report on the handling of Oswald was ever prepared.,,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,8,Multiple document collections related to JFK assassination being reviewed and processed,The OIG located six documents that may be relevant to the JFK assassination.,,No
104-10332-10023,,DCI_IRO_ACTIVITIES,7,DCI area/IRO completed declassification review of records from Ford and Kennedy libraries,"DCI area/IRO completed the declassification review of three NIEs, documents from the Ford and Kennedy libraries.",,No
104-10332-10023,,RECORD_PRESERVATION,8,Commitment to incorporate newly discovered JFK assassination records into CIA-HSCA Sequestered Collection,will place any newly discovered or created assassination records into the JFK collection.,CIA,No
104-10332-10023,1,CIA_INTERNAL_STRUCTURE,8,Detailed overview of CIA Directorate of Administration organizational structure and record-keeping,I am the Information Review Officer (IRO) for the Directorate of Administration (DA) of the Central Intelligence Agency (Agency),CIA,No
104-10332-10023,1,DOCUMENT_REVIEW_PROCESS,7,CIA's process for reviewing and releasing records related to JFK assassination,"To ensure that the ARRB staff understood the DA records systems and search capabilities, the DA/IRO and DA Information Management Officer (DA/IMO) briefed the staff on 17 March 1997",CIA,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,7,Multiple CIA file searches conducted on individuals potentially connected to Oswald case,"The DA conducted file searches in OS and HRM for records on Theodore Shackley, Ronald Cross, Bart Henry, Doug Gupton, David Morales",CIA,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,6,CIA Office of Security identified a multi-volume file on Oswald pre-assassination,The Office of Security identified a multi-volume file and provided answers to questions posed by the ARRB staff,CIA,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,6,"Computer search on specific individuals, including multiple CIA/intelligence personnel file searches",CIA-IR-19 Computer Search on Specific Individuals and Organizations,CIA,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,7,CIA internal review of Oswald-related files and search procedures,"The Nagell, Novel and Ruby files were designated assassination records and copies were provided to HRP.",CIA,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,6,Systematic search of records related to Oswald,"The Offices of Security, Human Resource Management, Facilities Security & Services conducted searches for information on Oswald Winter.",,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,7,Document lists multiple file references for Oswald and several directors,"Robert Edward Webster, EE-18854; Lee Harvey Oswald, MS-1115; Libero Ricciardelli, MG-8295; Vladimir Sloboda, MG-10565; Joseph Dutkanicz, MS-10724",Lee Harvey Oswald,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,8,Detailed questions about OS/SRS file management and security clearances for Oswald,How are these designations assigned? Does OS process security clearances for non-employees (e.g. sources),,No
104-10332-10023,1,SURVEILLANCE_RECORDS,6,Inquiry about records of OS operations and liaison cooperation,Where are records that would describe liaison (etc.) cooperation or operations between OS and CI located?,,No
104-10332-10023,1,CIA_INTERNAL_OPERATIONS,7,"Discussion of a secret CIA slush fund ('Cold Warrior Mangold') tightly controlled by Angleton, with potential unaudited operational expenses",CIA secret slush fund which was tightly controlled by Angleton and not audited by usual procedures,CIA,No
104-10332-10023,1,AGENCY_RECORD_KEEPING,6,Inconsistent record-keeping practices for CIA staff assignments and financial documentation,CMO also stated that he does not have some old records during that time pertaining to assignments but the list he has is alphabetical by name,CIA,No
104-10332-10023,1,SURVEILLANCE_RECORDS,6,Index cards tracked detailed personal information on individuals,"Cards included names (primary, alias, telecodes), file numbers, kinzlatives, location/residence, DPOB, citizenship, occupation, polygraph number, reference source data, information codes, remarks, SSN, sex, employer, and file retirement data.",,No
104-10332-10023,1,OSRS_OPERATIONS,7,Details about Office of Security/Security Research Staff (OS/SRS) counterintelligence activities,"The Security Research Staff (SRS) was the component responsible for collecting, developing, and evaluating information of a counterintelligence nature to detect and/or prevent penetration of the Agency's organization, employees, and activities",CIA,No
104-10332-10023,1,RECORD_KEEPING,6,Explanation of file numbering and classification system,'M' designated a miscellaneous record; 'S' designated a Security Research Staff record; 'MS' most likely referred to a miscellaneous record of interest to the Security Research Staff,CIA,No
104-10332-10023,,OSWALD_ASSOCIATIONS,7,Questions about OS (Office of Security) files and components related to Oswald,Question 8 - How many files did OS have on Oswald? Which OS components maintained files on Oswald? Why did OS have any files on Oswald?,CIA,No
104-10332-10023,,CIA_FBI_ACTIVITIES,6,Reference to potential records about Oswald in various organizational files,"Records on operations and/or projects in which the Office of Security was involved in the past have most likely been destroyed, unless they are maintained because of congressional directives or the records control schedules.",CIA,No
104-10332-10023,1,CIA_COMMUNICATIONS_PROCESS,8,Detailed description of CIA cable and message processing procedures from 1960-1964,Prior to 1962 messages were delivered to the DPD (Development Products Division) at 1717 H Street or to the Communications Center at 'L' Street.,CIA,No
104-10332-10023,1,COMMUNICATION_CHANNELS,7,Messages originated from multiple channels including field communications,Messages came in from the field via the Brandy Station State Channels or military channels.,CIA,No
104-10332-10023,1,DECRYPTION_METHODS,6,CIA used sophisticated encryption decryption techniques,Messages were deciphered using a OTT (One Time Tape) or a OTP (One Time Pad) process.,CIA,No
104-10332-10023,1,OSWALD_ASSOCIATIONS,7,CIA Office of Security held two files on Lee Harvey Oswald at time of assassination,"At the time of the assassination, the Office of Security (OS) held two files which contained information on Lee Harvey Oswald. A file entitled Defectors File (#0341008) contained a reference to Lee Harvey Oswald.",Lee Harvey Oswald|CIA,No
104-10332-10023,1,CIA_FBI_ACTIVITIES,6,Document is a request for information about pre-assassination files on Oswald,The Office of Personnel Security has researched this request from the Assassination Records Review Board relating to the existence of pre-assassination files on Lee Harvey Oswald.,Lee Harvey Oswald,No
104-10332-10023,2,OSWALD_ASSOCIATIONS,6,Document references subject file on Lee Harvey Oswald maintained by Office of Security,and the Office of Security also had a subject file on Lee Harvey Oswald (#0351164),Lee Harvey Oswald,No
104-10332-10023,2,CIA_FBI_ACTIVITIES,7,Files related to Oswald were part of Management Data Program/Personnel Security system,These files were originally miscellaneous files which were converted to the above numbers circa 1964,,No
104-10332-10023,3,OSWALD_ASSOCIATIONS,6,Document references a press clipping about Oswald defecting,Washington Star press clipping of 26 November 1959 entitled 'U.S. Defector to Reds Turned to Marx at 15',,No
104-10332-10023,3,SURVEILLANCE_RECORDS,7,Establishes a systematic tracking file on US citizens defecting,The Defectors File (#0341008) was established circa 1950 for the purpose of recording information on US citizens defecting to other countries,,No
104-10332-10023,4,CIA_FBI_ACTIVITIES,7,Document discusses internal reorganization of Security Analysis Group and Counterintelligence Center (CIC) functions,CIC assumed many of the functions previously conducted by the Security Analysis Group.,,No
104-10332-10023,5,OSWALD_ASSOCIATIONS,8,Detailed file tracking Oswald's activities related to his return from USSR to the United States,The subject file pertaining to Lee Harvey Oswald (HQ18L164) was established circa 1960. It appears this file was created as a separate repository for the numerous press clippings and reports received from other government agencies on the defection of Lee Harvey Oswald to the USSR and his activities following his return to the United States.,Lee Harvey Oswald|Soviet,No
